Date,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,Price
2015-08-05,33.8765495659132,26.602173282910496,42.66390535332752,33.8765495659132,33.8765495659132,0.7609823972410958,0.7609823972410958,0.7609823972410958,0.7609823972410958,0.7609823972410958,0.7609823972410958,0.0,0.0,0.0,34.637531963154295
2015-08-06,33.8765495659132,26.51208188138327,42.64999083288271,33.8765495659132,33.8765495659132,0.7652770082520892,0.7652770082520892,0.7652770082520892,0.7652770082520892,0.7652770082520892,0.7652770082520892,0.0,0.0,0.0,34.64182657416529
2015-08-07,33.8765495659132,26.128779587433844,42.74445514104687,33.8765495659132,33.8765495659132,0.7642570049674379,0.7642570049674379,0.7642570049674379,0.7642570049674379,0.7642570049674379,0.7642570049674379,0.0,0.0,0.0,34.64080657088064
2015-08-10,33.8765495659132,26.518143845355393,42.860773042641206,33.8765495659132,33.8765495659132,0.7278824877033846,0.7278824877033846,0.7278824877033846,0.7278824877033846,0.7278824877033846,0.7278824877033846,0.0,0.0,0.0,34.604432053616584
2015-08-11,33.8765495659132,26.52880234922422,42.38664778598245,33.8765495659132,33.8765495659132,0.704674246359963,0.704674246359963,0.704674246359963,0.704674246359963,0.704674246359963,0.704674246359963,0.0,0.0,0.0,34.581223812273166
2015-08-12,33.8765495659132,26.85384948630676,42.552488392196906,33.8765495659132,33.8765495659132,0.6761835717168058,0.6761835717168058,0.6761835717168058,0.6761835717168058,0.6761835717168058,0.6761835717168058,0.0,0.0,0.0,34.55273313763001
2015-08-13,33.8765495659132,26.141847145234653,43.14353430892187,33.8765495659132,33.8765495659132,0.6427097108136478,0.6427097108136478,0.6427097108136478,0.6427097108136478,0.6427097108136478,0.6427097108136478,0.0,0.0,0.0,34.51925927672685
2015-08-14,33.8765495659132,26.89391050459808,42.96962590998045,33.8765495659132,33.8765495659132,0.6046406252917487,0.6046406252917487,0.6046406252917487,0.6046406252917487,0.6046406252917487,0.6046406252917487,0.0,0.0,0.0,34.48119019120495
2015-08-17,33.8765495659132,26.487189049103115,42.12418822492503,33.8765495659132,33.8765495659132,0.4679091571412316,0.4679091571412316,0.4679091571412316,0.4679091571412316,0.4679091571412316,0.4679091571412316,0.0,0.0,0.0,34.34445872305443
2015-08-18,33.8765495659132,25.806766279043487,42.30872376547189,33.8765495659132,33.8765495659132,0.4168285826063547,0.4168285826063547,0.4168285826063547,0.4168285826063547,0.4168285826063547,0.4168285826063547,0.0,0.0,0.0,34.29337814851956
2015-08-19,33.8765495659132,26.352341904770718,42.73140919416877,33.8765495659132,33.8765495659132,0.3641213904296012,0.3641213904296012,0.3641213904296012,0.3641213904296012,0.3641213904296012,0.3641213904296012,0.0,0.0,0.0,34.240670956342804
2015-08-20,33.8765495659132,26.132324388053235,42.790065747333045,33.8765495659132,33.8765495659132,0.310511188998804,0.310511188998804,0.310511188998804,0.310511188998804,0.310511188998804,0.310511188998804,0.0,0.0,0.0,34.187060754912004
2015-08-21,33.8765495659132,25.879518526706587,43.18273922129295,33.8765495659132,33.8765495659132,0.2567364349750972,0.2567364349750972,0.2567364349750972,0.2567364349750972,0.2567364349750972,0.2567364349750972,0.0,0.0,0.0,34.1332860008883
